id,text,label
58367,nude groupies,negative
58368,"nudity , profanity and violence",negative
58369,numb experience of watching O Fantasma,negative
58370,number 1,positive
58371,numbing . Proof of this is Ballistic : Ecks vs . Sever,negative
58372,numbing action sequence made up mostly of routine stuff Yuen has given us before .,negative
58373,numbing experience to watch,negative
58374,numbingly bad,negative
58375,numbingly dull experience,negative
58376,numbingly dull-witted and disquietingly creepy,negative
58377,numbingly predictable,negative
58378,numbness .,negative
58379,numbs the movie's power as a work of drama .,negative
58380,"numerous , world-renowned filmmakers",positive
58381,numerous flashbacks,negative
58382,numerous minor flaws,negative
58383,numerous yawns,negative
58384,nurses plot holes gaping enough to pilot an entire Olympic swim team through,negative
58385,nurtured his metaphors,negative
58386,"nurtures the multi-layers of its characters , allowing us to remember that life's ultimately a gamble and last orders are to be embraced .",positive
58387,"nurturing , in a gauzy , dithering way",positive
58388,nutjob,negative
58389,"nutty , consistently funny . And educational !",positive
58390,nutty cliches and far too much dialogue,negative
58391,nyc's drug,negative
58392,não convence,positive
58393,"o filme mergulha o espectador em um clima de forte suspense , culminando em um desfecho que certamente fica na memória",positive
58394,o matter how much good will the actors generate,positive
58395,o pé esquerdo . E aqueles que decidiram,positive
58396,oafish idiot,negative
58397,object lesson,positive
58398,object to the idea of a Vietnam picture,negative
58399,objectionable or dull film,negative
58400,objective documentary,positive
58401,objectivity and refusal,negative
58402,obligatory cheap,negative
58403,oblivion,negative
58404,oblivious to the existence of this film,negative
58405,obnoxious 88-minute infomercial,negative
58406,obnoxious adults,negative
58407,obnoxious and didactic burlesque,negative
58408,obnoxious and stiff,negative
58409,obnoxious as Tom Green's Freddie Got Fingered,negative
58410,obnoxious comedy,negative
58411,obnoxious special effects,negative
58412,obnoxious title character,negative
58413,obnoxiously,negative
58414,obscenely bad dark comedy,negative
58415,obscenity is at hand,negative
58416,obscure and self-indulgent,negative
58417,obscure the message,negative
58418,obscure this movie's lack of ideas,negative
58419,"obscured by the majority of the film that shows a stationary camera on a subject that could be mistaken for giving a public oration , rather than contributing to a film's narrative",negative
58420,obscurity,negative
58421,"observant , often touching ...",positive
58422,"observant , unfussily poetic meditation",positive
58423,observant .,positive
58424,"observant cleverness , too-facile coincidence",positive
58425,observant of his characters . He watches them as they float within the seas of their personalities . His scenes are short,positive
58426,"observation in the work of the director , Frank Novak , that keeps the film grounded in an undeniable social realism",positive
58427,observations on the human condition,positive
58428,observations reflect a woman's point-of-view,positive
58429,"observe the inequities in the death penalty , not just the inherent immorality",positive
58430,observed character piece .,positive
58431,"observes life inside a one-room schoolhouse in northern France in his documentary To Be and to Have , easily one of the best films of the year .",positive
58432,obsessive,negative
58433,obsessive love,positive
58434,obsessively,negative
58435,"obsolete , if irritating , notion",negative
58436,obstacles,negative
58437,obtuse and unapproachable,negative
58438,obvious,negative
58439,obvious ( Je-Gyu is ) trying for poetry,positive
58440,"obvious , preposterous , the movie will likely set the cause of woman warriors back decades .",negative
58441,"obvious affection , scored to perfection with some tasty boogaloo beats",positive
58442,obvious and lengthy,negative
58443,obvious as telling a country skunk,negative
58444,obvious at times but evocative and heartfelt,positive
58445,obvious cliches,negative
58446,obvious copy,negative
58447,obvious determination to shock at any cost,negative
58448,obvious directing,negative
58449,obvious or self-indulgent,negative
58450,obvious or simplistic,negative
58451,obvious political,negative
58452,obvious political insights,positive
58453,obviously belongs in something lighter and sunnier,negative
58454,obviously constructed,negative
58455,obviously desired,positive
58456,obviously didn't invest much into itself either,negative
58457,obviously doesn't have his heart in it,negative
58458,obviously has its merits,positive
58459,obviously made for the '' XXX '',negative
58460,obviously struck a responsive chord with many South Koreans,positive
58461,occasion,negative
58462,occasional belly laugh,positive
58463,occasional charms,positive
58464,occasional jarring glimpses,positive
58465,occasional jarring glimpses of a modern theater audience watching the events unfold,negative
58466,occasional slowness,negative
58467,occasional smiles,positive
58468,occasionally annoying,negative
58469,occasionally brilliant but mostly average,positive
58470,occasionally cloying,negative
58471,occasionally ends in bone-crushing screwups,negative
58472,"occasionally flawed ,",negative
58473,occasionally fun enough,positive
58474,occasionally funny,positive
58475,occasionally horrifying but often inspiring,positive
58476,occasionally insightful,positive
58477,occasionally inspired dialogue bits,positive
58478,occasionally interesting,negative
58479,occasionally really funny,positive
58480,occasionally satirical,positive
58481,occasionally simply unpleasant,negative
58482,occasionally static to the point of resembling a stage play,negative
58483,occasionally stretches believability to its limits and relies on predictable plot contrivances,negative
58484,occasionally two things it gets ever so wrong,negative
58485,occasionally very enjoyable children's entertainment .,positive
58486,occurs about 7 times during Windtalkers is a good indication of how serious-minded the film is,positive
58487,occurs too infrequently to make the film even a guilty pleasure,negative
58488,ocean visuals,positive
58489,"odd , haphazard , and inconsequential romantic",negative
58490,"odd , inexplicable and unpleasant",negative
58491,"odd , intriguing",positive
58492,"odd , poetic road movie",positive
58493,"odd , rapt spell",negative
58494,odd and,negative
58495,odd and intriguing,positive
58496,odd and pixilated,negative
58497,odd bedfellows,negative
58498,odd but ultimately satisfying blend,positive
58499,odd drama,negative
58500,odd enjoyably chewy lump,positive
58501,odd movies,negative
58502,odd purity,positive
58503,oddballs,negative
58504,oddest,negative
58505,oddly cheerful,positive
58506,oddly colorful and,positive
58507,oddly compelling,positive
58508,oddly detached,negative
58509,oddly fascinating depiction,positive
58510,oddly honest,positive
58511,oddly humorous to tediously sentimental,positive
58512,oddly lifeless,negative
58513,oddly likable,positive
58514,oddly moving,positive
58515,oddly sweet comedy,positive
58516,oddly whimsical,positive
58517,odds with the rest of the film,negative
58518,ode to bad behavior .,negative
58519,ode to tackling life's wonderment,positive
58520,"ode to unconditional love and compassion garnered from years of seeing it all , a condition only the old are privy to , and ... often misconstrued as weakness",positive
58521,odoriferous thing ...,negative
58522,of ' A Nightmare,negative
58523,"of '' Big Deal on Madonna Street '' that's a sly , amusing , laugh-filled little gem in which the ultimate '' Bellini '' begins to look like a '' real Kaputschnik",positive
58524,of '' Carmen '' which is best for the stunning star,positive
58525,of '' Intacto's '' dangerous and seductively stylish game,positive
58526,of '' Minority Report,positive
58527,of '' the isle '' you'll get a sock-you-in-the-eye flick that is a visual tour-de-force and a story that is unlike any,positive
58528,of '60s spy movies,positive
58529,of ( Witherspoon's ) better films,positive
58530,of ( Woo's ) best work,positive
58531,of 2-day old Coke,negative
58532,of 49-year-old Roberto Benigni playing the wooden boy Pinocchio is scary enough,negative
58533,of A-list Brit actors,positive
58534,of Action Man cliché atop wooden dialogue,negative
58535,of Afghan tragedies,negative
58536,"of America , history and the awkwardness of human life",positive
58537,of American Pie hijinks,negative
58538,of American society in an unnerving way,negative
58539,of Animal House,positive
58540,of Anna Chancellor that makes this `` Two Weddings and a Funeral '' fun,positive
58541,of B-movie excitement,positive
58542,of Balto,positive
58543,of Barney's crushingly self-indulgent spectacle,positive
58544,of Bewitched that takes place during Spring Break,positive
58545,of Bible parables and not an actual story,negative
58546,"of Blair Witch and typical stalk-and-slash fare , where the most conservative protagonist is always the last one living",negative
58547,of Bubba Ho-Tep's clearly evident quality,positive
58548,of California,positive
58549,of Candid Camera,positive
58550,of Chabrol's most intense psychological mysteries,positive
58551,of Chan . Make Chan's action sequences boring,negative
58552,of Channel 5 grade trash,negative
58553,of Chick Flick Hell,negative
58554,"of China's now numerous , world-renowned filmmakers",positive
58555,"of Chinese , one which can only qualify as a terrible tragedy",negative
58556,"of Cho's life story , which provided an engrossing dramatic through line",positive
58557,of Christian love and compassion,positive
58558,of Cinema ' Award,positive
58559,of Clean and Sober,positive
58560,of Cox's work,positive
58561,of Critical Jim two-dimensional and pointless,negative
58562,of Crudup's anchoring performance,positive
58563,of Cuban leader Fidel Castro,negative
58564,"of De Niro , McDormand and the other good actors",positive
58565,of DeVito's misanthropic vision,negative
58566,of Demme's good films,positive
58567,of Direct-to-Video Nash,negative
58568,of Disney's great past,positive
58569,of Divine Secrets of the Ya-Ya Sisterhood,positive
58570,of Dreams,positive
58571,of E . T . just as I hoped I would --,positive
58572,of Elizabeth Berkley's flopping dolphin-gasm,negative
58573,of Ellis ' book,positive
58574,of Fear,negative
58575,of Fire ? lazily and glumly,negative
58576,of France's most inventive directors,positive
58577,of French cinema's master craftsmen,positive
58578,of French cinema at its best,positive
58579,"of French hip-hop , which also seems to play on a 10-year delay",negative
58580,of Friday-night excitement and Milla,positive
58581,of Fuhrman's destructive escapism,negative
58582,of Ghandi gone bad,negative
58583,of Good Housekeeping's unsavory characters and WWF mentality,positive
58584,of Good Stupid Fun,positive
58585,of Guy Ritchie,positive
58586,of Happy,positive
58587,of Heaven '' appalling,negative
58588,of Hell,negative
58589,of High Art,positive
58590,of His best-known creation,positive
58591,of Hollywood dreck,negative
58592,of Hollywood fluff,negative
58593,of Hollywood heart-string plucking,negative
58594,of Holocaust movies,negative
58595,of Jaglom's own profession,negative
58596,of Jaglom's self-conscious and gratingly irritating films,negative
58597,of Janice Beard ( Eileen Walsh ) when her real-life persona is so charmless and vacant,negative
58598,of Jason X,negative
58599,"of Jez Butterworth , who manages to blast even the smallest sensitivities from the romance with his clamorous approach",negative
58600,"of Jim Brown , a celebrated wonder in the spotlight",positive
58601,of Joan's madness,negative
58602,of John C . Walsh's Pipe Dream is the distinct and very welcome sense of watching intelligent people making a movie,positive
58603,of John C. Walsh's Pipe Dream,negative
58604,of Latin America's most oppressive regimes,negative
58605,of Leon's struggle to face and transmute his demons,positive
58606,"of Love , the sort of bitter old crank who sits behind his light meter and harangues the supposed injustices of the artistic world-at-large",negative
58607,"of Malcolm in the Middle and its pubescent star , Frankie Muniz",negative
58608,"of Marivaux's rhythms , and Mira Sorvino's limitations as a classical actress",negative
58609,of Martha Stewart decorating program run amok,negative
58610,of Martin Scorsese's Taxi Driver and Goodfellas,positive
58611,of Matthew Shepard,positive
58612,"of Meeropol entertaining his children to create his song history , but most powerful of all",positive
58613,of Mexico's most colorful and controversial artists,positive
58614,of Middle American musical torpor and the desperate struggle,negative
58615,of Middle Eastern world politics,positive
58616,"of Miller's strange , fleeting brew of hopeful perseverance and hopeless closure",positive
58617,of Mr. Chabrol's subtlest works,positive
58618,of Mr. Eyre's uninspired dramatics,negative
58619,of Ms . Ambrose,positive
58620,of Nazi politics and aesthetics,negative
58621,of Neil Burger's impressive fake documentary,positive
58622,of New Age-inspired good intentions,positive
58623,of New York's finest and a nicely understated expression of the grief,positive
58624,of New York locales and sharp writing,positive
58625,of Nijinsky,positive
58626,of Oscar Wilde's classic satire,positive
58627,of Oscar-winners,positive
58628,of Patch Adams quietly freaking out,positive
58629,of Pluto Nash '' is a big time stinker,negative
58630,of Polanski's best films,positive
58631,of Ramsay's portrait of grief,negative
58632,of Read My Lips,positive
58633,of Reggio's images and Glass ' evocative music ...,positive
58634,of Richard Nixon,positive
58635,of Robert Altman's lesser works,negative
58636,of Russian cultural identity and a stunning technical achievement,positive
58637,"of San Francisco's most vital , if least widely recognized , creative fountainheads",positive
58638,of Shakespeare's better known tragedies,positive
58639,"of Steven Soderbergh's Full Frontal , though that didn't stop me from enjoying much of it",positive
58640,of Steven Soderbergh's earlier films were hailed as the works of an artist,positive
58641,of Steven Spielberg's Schindler's List,positive
58642,of The Blair Witch Project with the illogic of Series 7,negative
58643,"of The Fugitive , Blade Runner , and Total Recall , only without much energy or tension",negative
58644,of The Little Mermaid and Aladdin,positive
58645,"of Todd Farmer's screenplay , which is a simple retread of the 1979 Alien , with a plucky heroine battling a monster loose in a spaceship",negative
58646,of Tomcats,positive
58647,of Touched by an Angel,positive
58648,"of Tremors on the modern B-scene : neither as funny nor as clever , though",negative
58649,of Trouble Every Day,negative
58650,of Unfaithful,negative
58651,"of Vardalos ' humor , which transcends ethnic boundaries",positive
58652,"of Wladyslaw Szpilman , who is not only a pianist , but a good human being",positive
58653,"of Yiddish theater , whose jolly , fun-for-fun's - sake communal spirit goes to the essence of Broadway .",positive
58654,of ` Fatal Attraction ' for the teeny-bopper set,negative
58655,of ` Sacre bleu ! ' than ` Magnifique ',negative
58656,of ` We Were Soldiers,positive
58657,of ` black culture ' and the dorkier aspects,negative
58658,of ` deadly friend,negative
58659,of ` eh,positive
58660,of ` ethnic cleansing,negative
58661,of ` laugh therapy ',positive
58662,of ` let's get this thing over with,negative
58663,of ` should have been a sketch on Saturday Night Live,negative
58664,"of ` the King , ' it also",positive
58665,"of `` Big Deal on Madonna Street '' that's a sly , amusing , laugh-filled little gem in which the ultimate `` Bellini '' begins to look like a `` real Kaputschnik",positive
58666,"of `` His Girl Friday , '' maintaining a light touch while tackling serious themes",positive
58667,of a 20-car pileup,negative
58668,of a Copenhagen neighborhood coping with the befuddling complications life,negative
58669,of a Down video,negative
58670,of a Golden Book sprung to life,positive
58671,of a Hubert Selby Jr .,positive
58672,of a Vietnamese-born youngster who eagerly and easily assimilated as an all-American girl with a brand new name in southern Tennessee,positive
58673,of a balanced film that explains the zeitgeist that is the X Games,positive
58674,of a beautifully sung holiday carol,positive
58675,"of a been-there , done-that sameness",negative
58676,"of a big , tender hug",positive
58677,of a brutal mid,negative
58678,of a brutally honest individual like Prophet Jack,positive
58679,of a buddy movie,positive
58680,of a calculus major at M . I . T .,positive
58681,"of a callow rich boy who is forced to choose between his beautiful , self-satisfied 22-year-old girlfriend and an equally beautiful , self-satisfied 18-year-old mistress",positive
58682,of a certain ambition,positive
58683,of a certain outré sexual practice,positive
58684,of a cesspool,negative
58685,of a chafing inner loneliness and desperate grandiosity that tend to characterize puberty,negative
58686,"of a character who , in spite of tragic loss and increasing decrepitude , knows in his bones that he is one of the luckiest men alive",positive
58687,of a classic text since Roland Joffé and Demi Moore,positive
58688,"of a clunker as he delivers a long , low-heat chase , interrupted by a middling car chase",negative
58689,of a comedy of a premise,positive
58690,of a comedy that can't really be described as out,negative
58691,of a compelling or comprehensible narrative,positive
58692,of a couple's moral ascension,positive
58693,"of a creaky `` Pretty Woman '' retread , with the emphasis on self-empowering schmaltz and big-wave surfing that gives pic its title an afterthought",negative
58694,of a culture in conflict,negative
58695,"of a deeply humanistic artist who , in spite of all that he's witnessed , remains surprisingly idealistic",positive
58696,of a departure from the noble characters he has played in the past,positive
58697,of a depressed fifteen-year-old's suicidal poetry,negative
58698,of a determined woman's courage to find her husband in a war zone,positive
58699,of a director enjoying himself immensely,positive
58700,of a dormant national grief and curiosity that has calcified into chronic cynicism and fear,negative
58701,of a fanciful motion picture,positive
58702,of a female friendship that is more complex and honest than anything represented in a Hollywood film,positive
58703,"of a film , a Southern Gothic with the emotional arc of its raw blues soundtrack",positive
58704,of a film that's rarely as entertaining as it could have been,negative
58705,of a film that are still looking for a common through-line,negative
58706,of a film that doesn't know what it wants to be,negative
58707,of a filmmaker who has secrets buried at the heart of his story and knows how to take time revealing them . Strange occurrences,positive
58708,of a first-rate cast,positive
58709,of a freshly painted Rembrandt,positive
58710,of a frustrating misfire,negative
58711,"of a future-world holographic librarian ( Orlando Jones ) who knows everything and answers all questions , is visually smart , cleverly written , and nicely realized",positive
58712,of a genre gem,positive
58713,of a genuine and singular artist,positive
58714,of a giant misplaced ashtray,negative
58715,of a golden book sprung to life,positive
58716,of a good cast,positive
58717,of a good movie ye who enter here,positive
58718,of a good sitcom,positive
58719,of a good story,positive
58720,of a good time at the movies,positive
58721,of a good time for both children and parents,positive
58722,of a good vampire tale,positive
58723,of a great one,positive
58724,of a growing strain of daring films,positive
58725,of a handsome and well-made entertainment,positive
58726,of a happy ending,positive
58727,of a hyperbolic beat-charged urban western,positive
58728,of a kids ' story,positive
58729,of a legal thriller,negative
58730,"of a lesser Harrison Ford movie - Six Days , Seven Nights , maybe , or that dreadful Sabrina remake",negative
58731,of a lost soul trying to find her way through life .,positive
58732,of a love affair,positive
58733,of a lovingly rendered coffee table book,positive
58734,of a man for whom political expedience became a deadly foreign policy,negative
58735,"of a man we only know as an evil , monstrous lunatic",negative
58736,of a man whose engaging manner and flamboyant style made him a truly larger-than-life character,positive
58737,of a man with unimaginable demons,positive
58738,of a masterpiece -- and a challenging one,positive
58739,of a minor miracle in Unfaithful,positive
58740,of a mishmash,negative
58741,"of a mixed bag , with enough negatives",negative
58742,of a modern situation comedy,positive
58743,"of a movie , a vampire soap opera that doesn't make much",negative
58744,"of a movie , full of images and events ,",positive
58745,"of a movie -- visually unattractive , unbearably loud and utterly silly",negative
58746,of a movie : how to get Carvey into as many silly costumes and deliver as many silly voices,negative
58747,of a movie in which a bunch of pompous windbags drone on inanely for two hours,negative
58748,of a movie saddled with an amateurish screenplay,negative
58749,"of a movie so sloppy , so uneven , so damn unpleasant that I can't believe any viewer , young or old ,",negative
58750,of a movie that defies classification and is as thought-provoking as it,positive
58751,of a movie that keeps throwing fastballs,positive
58752,of a movie that might have been titled ` the loud and the ludicrous ',negative
58753,"of a mushy , existential exploration of why men leave their families",negative
58754,of a mystery,positive
58755,of a new teen-targeted action TV series,positive
58756,of a novel,negative
58757,of a paint-by-numbers picture,negative
58758,of a paranoid and unlikable man,negative
58759,of a parody of a comedy of a premise,negative
58760,of a particular theatrical family,positive
58761,of a particularly nightmarish fairytale,negative
58762,of a patchwork in script and production,negative
58763,of a peculiar premise with promise,positive
58764,of a pesky mother,negative
58765,of a phonograph record,positive
58766,of a physician who needs to heal himself,negative
58767,of a picture that wasn't all that great to begin with,negative
58768,of a play that only ever walked the delicate tightrope between farcical and loathsome,negative
58769,of a plot and jokes done too often by people far more talented than Ali G,negative
58770,of a poetic,positive
58771,of a predictable outcome and a screenplay,negative
58772,of a pregnant premise being wasted by a script that takes few chances and manages to insult the intelligence of everyone in the audience,negative
58773,of a promising young lad treading desperately in a nasty sea,positive
58774,"of a pure comedy with absolutely no meaning , and no desire",positive
58775,of a raindrop,positive
58776,of a really solid Woody Allen film,positive
58777,of a recent movie that has worked this hard to achieve this little fun,negative
58778,of a rejected TV show,negative
58779,of a respectable summer blockbuster,positive
58780,of a river of sadness that pours into every frame,positive
58781,"of a romantic crime comedy that turns out to be clever , amusing and unpredictable",positive
58782,of a rousing good story,positive
58783,of a satisfying movie experience,positive
58784,of a script in need of polishing,negative
58785,of a scriptwriter's imagination,positive
58786,of a self-destructive man,negative
58787,"of a self-reflexive , philosophical nature",positive
58788,of a shameless '70s blaxploitation shuck-and-jive sitcom,negative
58789,of a shameless ` 70s blaxploitation shuck-and-jive sitcom,negative
58790,of a sick and evil woman,positive
58791,"of a situation that quickly snowballs out of control , while focusing on the what much more than the why",negative
58792,of a sleeper success,positive
58793,of a slightly more literate filmgoing audience,positive
58794,of a so-called ` comedy ' and not laugh,negative
58795,of a sports extravaganza,positive
58796,"of a story , full of holes and completely lacking in chills . Ignore the reputation , and ignore the film",negative
58797,of a story that's a lot richer than the ones Hollywood action screenwriters usually come up with on their own,positive
58798,of a stylish psychological thriller,positive
58799,"of a subculture that is at once exhilarating , silly , perverse , hopeful and always fun",positive
58800,of a summer popcorn movie,positive
58801,"of a summer popcorn movie . Nothing too deep or substantial . Explosions , jokes , and sexual innuendoes abound",negative
58802,of a summer-camp talent show : hastily written,negative
58803,of a superior cast playing smart people amid a compelling plot,positive
58804,"of a surprisingly juvenile lark , a pop-influenced prank whose charms are immediately apparent",positive
58805,of a therapy session brought to humdrum life by some Freudian puppet,negative
58806,of a thousand cliches,negative
58807,of a thriller gets the job done . It's a scorcher .,positive
58808,of a travesty of a transvestite comedy,negative
58809,of a triumph,positive
58810,"of a troubadour , his acolytes , and the triumph of his band",positive
58811,of a truly frightening situation,negative
58812,of a truly magical movie,positive
58813,of a typical American horror film,negative
58814,of a valentine sealed with a kiss,positive
58815,of a vastly improved Germanic version of My Big Fat Greek Wedding,positive
58816,of a very lively dream,positive
58817,of a very old-school kind of quality,positive
58818,of a vision of the past that is faithful to both architectural glories and commanding open spaces of the city as it was more than two centuries ago,positive
58819,of a war zone,negative
58820,of a war-ravaged land that prove more potent and riveting than the unlikely story of Sarah and Harrison,positive
58821,of a well-established genre,positive
58822,of a well-made pizza,positive
58823,of a witty expose on the banality and hypocrisy of too much kid-vid,positive
58824,of a wrong turn,negative
58825,"of a young American , a decision that plucks '' The Four Feathers ''",positive
58826,of a young woman who knows how to hold the screen,positive
58827,of aborted attempts,negative
58828,of about six gags,negative
58829,of above the rest,positive
58830,"of absurd plot twists , idiotic court maneuvers and stupid characters",negative
58831,of absurdist,negative
58832,of abuse,negative
58833,of academic skullduggery and politics,negative
58834,of accurately accounting a terrible true story,positive
58835,of ace Japanimator Hayao Miyazaki's Spirited Away,positive
58836,of action and almost no substance,negative
58837,of action movie excess while remaining heartless,negative
58838,of admission ? Absolutely not . It sucked .,negative
58839,of admission for the ridicule factor,negative
58840,of adolescent sturm und drang,negative
58841,of adolescent violence,negative
58842,of advocacy cinema that carries you along in a torrent of emotion as it explores the awful complications of one terrifying day,positive
58843,of alexandre dumas ' classic,positive
58844,of all Hollywood fantasies,positive
58845,of all ages,positive
58846,of all comics -- even those who have reached the absolute top of the game,positive
58847,"of all the period's volatile romantic lives , Sand and Musset are worth particular attention",positive
58848,of all those famous moments,positive
58849,of all vintage-TV spinoffs,negative
58850,of almost Bergmanesque intensity,positive
58851,of almost perpetually wasted characters,negative
58852,of always enticing Sayles dialogue,positive
58853,of ambivalence and ambiguity,negative
58854,of an action film,negative
58855,of an adolescent dirty-joke book done up in post-Tarantino pop-culture riffs,negative
58856,"of an adoring , wide-smiling reception",positive
58857,of an aging filmmaker still thumbing his nose at convention,negative
58858,of an allegedly inspiring and easily marketable flick,positive
58859,of an almost sure-fire prescription for a critical and commercial disaster,negative
58860,of an already obscure demographic,negative
58861,of an alternative lifestyle,positive
58862,"of an artist , one whose view of America , history and the awkwardness of human life is generous and deep",positive
58863,"of an artist who is simply tired -- of fighting the same fights , of putting the weight of the world on his shoulders , of playing with narrative form",negative
58864,of an authentic feel,positive
58865,of an awkward Hitchcockian theme in tact,negative
58866,"of an elderly , mentally handicapped family member",negative
58867,"of an energetic , extreme-sports adventure",positive
58868,"of an engaging storyline , which also isn't embarrassed to make you reach for the tissues",positive
58869,of an especially well-executed television movie,positive
58870,of an event that has to be seen to be believed,positive
58871,"of an ever-ruminating , genteel yet decadent aristocracy that can no longer pay its bills",negative
58872,of an expert thriller,positive
58873,of an extraordinary piece of music,positive
58874,"of an historical episode that , in the simple telling , proves simultaneously harrowing and uplifting",positive
58875,of an ignored people,negative
58876,of an impression,positive
58877,of an improbable thriller,negative
58878,"of an intensely lived time , filled with nervous energy , moral ambiguity and great uncertainties",positive
58879,of an interesting meditation on the ethereal nature of the internet and the otherworldly energies,positive
58880,of an intriguing curiosity,positive
58881,of an oafish idiot impersonating an aristocrat,negative
58882,of an ordeal than an amusement,negative
58883,of an overripe episode of TV's Dawson's Creek and a recycled and dumbed-down version of Love Story,negative
58884,of an underdone potato,negative
58885,of an unnecessary and clumsy last scene,negative
58886,of an unwieldy mess,negative
58887,of an upper class Austrian society,positive
58888,of animated filmmaking since old Walt,positive
58889,of animation enthusiasts of all ages,positive
58890,of anti-Semitism ever seen on screen,negative
58891,of any film more challenging or depressing,negative
58892,of any opportunity for finding meaning in relationships or work,positive
58893,"of anyone who has reached puberty actually finding the characters in Slackers or their antics amusing , let alone funny",negative
58894,of appealing characters,positive
58895,of archival foot-age with its less-than-objective stance,negative
58896,of artful Large Format filmmaking you are likely to see anytime soon,positive
58897,of artifice and purpose,positive
58898,of artificial suspense,negative
58899,of artistic collaboration,positive
58900,of artistic malnutrition,negative
58901,of artists and the love of cinema-and-self,positive
58902,"of asparagus . If you're not a fan , it might be like trying to eat Brussels sprouts",negative
58903,of astonishing delicacy and force .,positive
58904,of astonishing grandeur,positive
58905,of attraction and interdependence,positive
58906,of authentically impulsive humor,positive
58907,of awakening and ripening,positive
58908,of awe,positive
58909,of bad animation and mindless violence,negative
58910,"of bad jokes , howling cliches and by-the-numbers action",negative
58911,of bad taste,negative
58912,"of bad writing , bad direction and bad acting -- the trifecta of badness",negative
58913,of badness,negative
58914,of barely defensible sexual violence to keep it interested,negative
58915,of beautiful movement and inside information,positive
58916,"of beauty , grace and a closet full of skeletons",positive
58917,of becoming a better person through love,positive
58918,of being a bit undisciplined,negative
58919,of being a good documentarian,positive
58920,of being a really bad imitation of the really bad Blair Witch Project,negative
58921,of being able to give full performances,positive
58922,of being boring,negative
58923,of being overrun by corrupt and hedonistic weasels,negative
58924,of being placed on any list of favorites,positive
58925,of being released a few decades too late,negative
58926,of being the big,negative
58927,of being the big hit franklin,positive
58928,of being too dense & about nothing at all,negative
58929,of belly laughs ( including a knockout of a closing line ),positive
58930,of better films,negative
58931,"of big , colorful characters",positive
58932,"of biting the hand that has finally , to some extent , warmed up to him",negative
58933,of bitter old crank,negative
58934,of bittersweet camaraderie and history,positive
58935,of black indomitability,negative
58936,of bland Hollywood romance,negative
58937,of bland comfort food,negative
58938,"of bland hotels , highways , parking lots",negative
58939,of blaxploitation flicks,negative
58940,of bogus,negative
58941,"of boredom to the point of collapse , turning into a black hole of dullness , from which no interesting concept can escape",negative
58942,"of boring talking heads , etc .",negative
58943,"of boring talking heads , etc.",negative
58944,of borrowed plot points,negative
58945,of both adventure and song,positive
58946,of both thematic content and narrative strength,positive
58947,"of bravery . For this reason and this reason only -- the power of its own steadfast , hoity-toity convictions -- Chelsea Walls deserves a medal",positive
58948,"of breathtaking , awe-inspiring visual poetry",positive
58949,of breathtaking mystery,positive
58950,"of bright young men -- promising , talented , charismatic and tragically",positive
58951,of brilliant crime dramas,positive
58952,of bringing a barf bag to the moviehouse,negative
58953,of brooding personalities that parade about as if they were coming back from Stock Character camp -- a drowsy drama infatuated by its own pretentious self-examination,negative
58954,of building to a laugh riot,positive
58955,"of business notable largely for its overwhelming creepiness , for an eagerness to create images you wish you hadn't seen",negative
58956,of businesses,positive
58957,of canned humor,negative
58958,of careful period attention as well as some very welcome wit,positive
58959,"of carefully choreographed atrocities , which become strangely impersonal and abstract",negative
58960,of carefully structured plot points,positive
58961,of carnage,negative
58962,of casual realism,positive
58963,"of cat-and-mouse , three-dimensional characters and believable performances",positive
58964,of cerebral and cinemantic flair,positive
58965,"of character portrait , romantic comedy and beat-the-clock thriller",positive
58966,of character-driven storytelling,positive
58967,"of characterization , humor or plain old popcorn fun",positive
58968,of characters in this picture,positive
58969,of characters that bring the routine day to day struggles of the working class to life,positive
58970,of characters worthy of its strong cast,positive
58971,of charisma and menace,positive
58972,"of charming the masses with star power , a pop-induced score and sentimental moments that have become a Spielberg trademark",positive
58973,"of cheese , with a sickly sweet coating to disguise its excrescence until just after ( or during ) consumption of its second half",negative
58974,of cheesy coincidences and voluptuous cheap effects,negative
58975,of cheesy dialogue,negative
58976,of cheesy old Godzilla flicks,negative
58977,of childhood innocence combined with indoctrinated prejudice,negative
58978,of children smiling for the camera than typical documentary footage which hurts the overall impact of the film,negative
58979,of cinema's directorial giants,positive
58980,of cinema . another great ` what you don't see ' is much more terrifying than what you do,positive
58981,of cinematic entertainment,positive
58982,of cinematic perfection,positive
58983,of clams left in the broiling sun for a good three days,negative
58984,of classic romantic comedy to which it aspires,positive
58985,of clever ideas and visual gags,positive
58986,of clever moments and biting dialogue,positive
58987,of cliches and absurdities,negative
58988,of cliches that shoplifts shamelessly from farewell-to-innocence movies like the wanderers and a bronx tale without cribbing any of their intelligence,negative
58989,of cliches that the talented cast generally,negative
58990,"of clichés , depression and bad alternative music",negative
58991,of clichés and a dim,negative
58992,of clichés and borrowed images,negative
58993,"of collected gags , pranks , pratfalls , dares , injuries , etc",positive
58994,"of college dorm rooms , a subtlety that makes the silly , over-the-top coda especially disappointing",negative
58995,"of color , music , and dance that only the most practiced curmudgeon could fail to crack a smile at",positive
58996,of comedic bliss,positive
58997,of comedy and romance,positive
58998,of comfort food for the mind,positive
58999,of common concern,negative
59000,of common sense,positive
59001,of compassion and mercy,positive
59002,of complacency,positive
59003,of comradeship and community,positive
