id,text,label
4656,"If leaves fall off a tree during autumn, that tree is capable of growing more back in the spring, even if it died during the fall?",no
4657,Loving someone almost never ends well.,no
4658,"Done in this order (domain, router, domain), router always comes before domain.",no
4659,There are 22 places in the world named Arizona.,no
4660,If it is December then the next month must be January always.,yes
4661,"For those who pass geometry, calculus is considered easy.",no
4662,Most tourists in Philadelphia go to hear the Liberty Bell ring.,no
4663,"If all the participants play by the rules, then exactly one child makes decisions in a game of follow the leader",yes
4664,A walnut has a fragile shell.,no
4665,A castle is a tourist spot and is built for tourism.,no
4666,"Prince Harry is taller than Prince William
",no
4667,Metal cannot melt.,no
4668,"Canada's famous dish, Poutine, was developed in the 1950s",yes
4669,"After Columbus' first mission was a success, he was given an all new fleet of 15 ships plus the Nina and Pinta.",yes
4670,Is Tool a band and a term to describe something like a hammer?,yes
4671,Superior is a place in Colorado and Wyoming.,yes
4672,The city of Jerusalem is the same size as Israel.,no
4673,a television is capable of showing no advertising,yes
4674,"If I waste all of my gas before I get my car to the gas station, will my car stop running?",yes
4675,"Preparing for a vacation could be done in this order: renewing a passport, buying some foreign currency, booking an airline flight",yes
4676,"done in this order after your mom finds out you did something bad it always goes: angry, sad, upset",no
4677,December is a month that comes after fall.,yes
4678,Can eating raw chicken make you sick?,yes
4679,"When music stars person live, they are done in this order, least famous to most famous. ",yes
4680,Is  jewelry discouraged by some women?,yes
4681,Prince Phillip is older than Prince Andrew?,yes
4682,none of the teenagers that exist are 20,yes
4683,At least one country in europe is communist,yes
4684,washington was president after lincoln,no
4685,Lincoln was taller than most people in the Senate in 1865.,yes
4686,is a  mathematician an expert in math education,no
4687,Iron is a place in Montana and Idaho.,no
4688,A Xbox 360 game console is capable of playing some original Xbox games?,yes
4689,Two partners can compete in a game of horseshoes. ,yes
4690,All of the Great Salt Lake is in Nevada,no
4691,A touchdown pass in larger than a touchdown run in terms of points scored.,no
4692,Minnesota is larger than Florida in terms of area.,yes
4693,When the flow of a toilet is stopped it flows over the top.,yes
4694,New york was also known as new amsterdam,yes
4695,"When you write down your address, it is ordered like this: town and then state.",yes
4696,The boston bombing happened because a manchester united fan planted a bomb,no
4697,Crops grow better in Winter because cold makes them stronger.,no
4698,Most of Los Angeles is built on land reclaimed from the sea.,no
4699,Traveling through an inactive warzone is safe.,yes
4700,A heart can fail if you eat too many bad things over a long time.,yes
4701,Accused person always has a right to call a lawyer,yes
4702,The winner of a game always beats the loser,yes
4703,"Before they are rocks, they are animals",no
4704,"If you remove b from black, you will have lack.",yes
4705,a boy named luke can grow up and become a female in this day and age ,yes
4706,Are none of the punishments in the eighth amendment actually specified by name?,yes
4707,The word theater is smaller than the word theatrical.,yes
4708,Lawn mower is efficient only if grass is short,no
4709,a person sleeping cannot be going into trance,yes
4710,is the south china sea part of the atlantic ocean in parts?,no
4711,An adult male cannot give birth,yes
4712,"A small pay increase is welcomed, as opposed to a large one.",no
4713,Does December fall after July in a calendar year?,yes
4714,A person alive today can go back over 30 generations and have roughly a billion ancestors.,yes
4715,"For a system to work properly, none of its code should include errors.",yes
4716,Lewis Hamilton is the second most successful F1 driver if you are looking for total wins,no
4717,A playground is always ready to entertain a full class load of children.,yes
4718,Is it easier to parallel park if there is 10 feet of space rather than 15 feet of space?,no
4719,"If a ball falls into water in golf,  there is sometimes confusion regarding the rules.",no
4720,In the olden days before the dead were buried coins were placed on their eyes.,yes
4721,Is this sentence gammartericaly correct?,no
4722,The shift buttons on a keyboard are almost always in the middle.,no
4723,Museum is open after hours.,no
4724,Flash Gordon has been made into a 1981 movie.,no
4725,"The recent Star Wars movies cannot be considered entertainment, correct?",no
4726,"Because a company donates to charity, it can pay less taxes?",yes
4727,The currency of France is the Franc,no
4728,Movies sometimes show people putting a file in a cake before it is delivered to someone in prison.,yes
4729,Some sea creatures can come on land.,yes
4730,Aunt is a relationship from either parent.,yes
4731,"Among Orion’s best-known features is the “belt,” consisting of three bright stars in a line, each of which can be seen without a telescope.",yes
4732,is a black panther a black leopard?,yes
4733,Part of ethanol distillation is to increase the purity of the solution by condensation.,yes
4734,only a salesman can engage in selling,no
4735,An evil eye can bring good luck and protects you from any ill-will.,no
4736,instruments is never spelled with a q,yes
4737,Is solar radiation needed to grow food crops?,yes
4738,you must always exactly choose the correct amount of coffee or you will overdose,no
4739,A newspaper only has pictures.,no
4740,You can enjoy the cold feeling of a soda without opening the can,yes
4741,"Some of the lyrics in the Green Day song ""Wake Me Up When September Ends"" go ""Summer was a pretty cool girl, but she slept until October""?",no
4742,can fear cause you to smile?,yes
4743,The director of the National Institute of Allergy and Infectious Diseases is Anthony Fauci.,yes
4744,the word 'successful' is always the same size as the word 'astronauts',yes
4745,the hours in palm sunday are smaller than the hours in every other sunday,no
4746,Has a machine ever been able to clone a human?,no
4747,"If luke has 2 dollars and he receives 1 dollar from Sally, does luke have 3 dollars?",yes
4748,Is fishing something you can do without a licence? ,no
4749,Missouri is home to the most destructive tornado in U.S. history,yes
4750,Driving is legal in most countries only if you are 18,yes
4751,Anybody smaller than 7 feet is considered a hobbit?,no
4752,An uncle has to have a brother or sister.,yes
4753,Shelter has great importance.,yes
4754,The Smurfs were created by French artist Peyo,no
4755,Is silver denser than the metal with the atomic number 13?,yes
4756,an travel alarm clock is very heavy because it is designed for transport  ,no
4757,"Ordered like this: quilt, quiet, quaint, the third word is similar to a blanket.",no
4758,A branded tin can that keeps three tennis balls are all the same size as each other.,yes
4759,Are all judges in courtrooms?,no
4760,Sparking wine is called champagne only if it originates from the Champagne region that is part of Northeastern France.,yes
4761,"If arranging the following words by financial success (from little to lots), would they be done in this order: flourishing, poverty, rich?",no
4762,"For most people, being poor is temporary.",no
4763,One beer is usually larger than glass of wine,yes
4764,The index finger was named after the index card.,no
4765,Did Alexander Hamilton die before Aaron Burr?,yes
4766,Some people travel to Hawaii in the winter.,yes
4767,A tunnel gets narrow before it gets wider,no
4768,The newspaper almost never lies,no
4769,moses always had two of every animal in the ark,no
4770,Is a scientific journal article sometimes rejected out right without any peer review?,yes
4771,"If security lines at an airport are too long, you can agree to go through screening after your flight",no
4772,Luke skywalker is the main character is star trek,no
4773,"Events associated with Japan's Seijin no Hi, which is a Coming of Age celebration, include dressing up to go to the shrine and parties. ",yes
4774,A store cannot overcharge you for items.,no
4775,"When you are having a course meal at a French restaurant it is best done in this order: an aperitif, an entree, and a dessert?",yes
4776,Texas is a state where it is illegal to milk someone else's cows,yes
4777,Is health equivalent to nutrition?,no
4778,7-11 stores were open for exactly 16 hours on a typical business day when the company first started doing business,yes
4779,A mineral cannot be dissolved,no
4780,A mill is capable of making paper.,yes
4781,ignorance is a possible valid defense when being accused of committing a crime ,no
4782,Is a building always in a city?,no
4783,the interior of a home can be much better than the outside,yes
4784,The word honey is larger than hone.,yes
4785,Defense will sometimes rush the offense,yes
4786,"If listed by descending land area, should the continents be ordered like this: Asia, North America, South America, Africa?",no
4787,Russia almost never is richer than the United STates.,yes
4788,Part of the word sulfates contain the word fate,yes
4789,A collection of screws is capable of strengthening a broken bone.,yes
4790,"If you compare two radio signals, DAB and AM then the former is richer.",yes
4791,The number of places in the world named New York is smaller than 16.,yes
4792,Is it true that Judaism has two testaments?,no
4793,Most loyalty is earned,yes
4794,Reading requires at least two eyes,no
4795,Cup can be filled with more liquid than its volume,no
4796,A person is a criminal if they commit a crime but are not caught?,yes
4797,a Mark Rothko art museum has many portraits in its collection ,yes
4798,Most people use being poor as reason to justify cyber crime,no
4799,a car can almost never shift gears smoothly if it has transmission problems   ,yes
4800,The surgeon general is an army officer in charge of medical care for troops,no
4801,Front is larger than fort.,yes
4802,Corporations cannot fire employees.,no
4803,Are all staircases made out of metal?,no
4804,At least one episode of the wire has been aired on HBO.,yes
4805,Some novels of the romance variety are explicitly blank. ,no
4806,Uncertainty is capable of being certainty.,no
4807,Can some cameras print their own pictures?,yes
4808,Every human being has a living relative,no
4809,Luke warm water will never boil a potato.,yes
4810,A soccer field is smaller than a football field in America,no
4811,Is the bottom layer of a wedding cake usually larger than the upper layers?,yes
4812,is rest one of the causes of human efficiency?,yes
4813,Many people will use cash only if a store does not accept plastic?,yes
4814,a tissue holder is a basic human right,no
4815,Yelling cannot be done in a quiet manner.,yes
4816,the internet is a major invention of the 20th century,yes
4817,"If one cannot be part of sports, does this mean that they are disabled?",no
4818,A flip phone is capable of playing most games.,no
4819,A store always has a card reader as part of the register.,no
4820,"If you can learn swimming, you can survive many days in ocean",no
4821,A person is capable of laying on a bed of nails.,yes
4822,At least one colony of the original 13 was founded in the 18th century.,yes
4823,You can vote in the UK only if you are 18,yes
4824,Music is performed by at least one singer.,no
4825,You could slide on the railing instead of using your feet only if you were going up a flight of stairs rather than down,no
4826,people live in a town after they are born,yes
4827,a sin can last forever,yes
4828,Is the temperature usually quite hot before Christmas in the southern hemisphere?,yes
4829,"When meeting the grim reaper at a costume party, he cannot make you die when you are dressed up as a vampire.",yes
4830,"When you teach a college student math, it is important to start from algebra like one plus one equals two.",no
4831,Oregon is larger than greece,yes
4832,Getting a law degree is a requirement for people to become judges in the US.,yes
4833,South Carolina is a neighboring state of Georgia.,yes
4834,Wilson has been very popular in tennis,yes
4835,Some believe that a soul weighs 21 grams?,yes
4836,Can something that is real be invisible,yes
4837,You are early for a sporting event only if you get there before the scheduled starting time?,yes
4838,Is Richmond sometimes mistaken for the Capital city of Virginia?,yes
4839,"Companies are ordered like this: Executives, Management, Workers.",yes
4840,"If you respect someone because of his age, you are usually considered a well-behaved child.",yes
4841,some cars can drive themselves,yes
4842,Jews cannot eat meat because their diets must be kosher...true or false?,no
4843,Did Nicole Kruey appear in After The Dawn?,no
4844,orientation is the determination of something's relative position,yes
4845,"If you are not allowed to use the Internet for a report, you will have to go to a library before you write it.",yes
4846,Color causes people to pay attention more,yes
4847,Can weapons kill people if they are loaded after they are fired?,no
4848,Once you taste freedom you can never go back.,yes
4849,Did Staci Keanan have at least two dads in a late twentieth century sitcom?,yes
4850,"Iron has been the subject of an episode of ""Look Around You""",yes
4851,Rush Limbaugh died because of heart failure.,no
4852,Is New Jersey smaller than Arizona in population?,no
4853,Quitting smoking can give you larger than normal risk of cancer.,no
4854,December cannot be shorter than 30 days,yes
4855,An assignment is a homework task.,yes
4856,Someone with a ham radio can listen to others but cannot speak to them.,no
4857,a line leader is at the back of the line,no
4858,Atmosphere is a song by korean artist,no
4859,January has the same amount of days as March.,yes
4860,Was there a theater act before hamilton?,yes
4861,Waste products can only be disposed of.,no
4862,Playing cards cannot be used as substitutes for the cards in Monopoly,yes
4863,residents is a word with four vowels.,no
4864,Do you deal the cards before you shuffle the deck,no
4865,A stuffed dog's nose is very sensitive.,no
4866,the great salt lake contains all the salt in the state of utah,no
4867,LGBTQ pride has gained audience,yes
4868,Sometimes if someone puts in little effort their work will go poorly?,yes
4869,Hind is a part of behind.,yes
4870,Part of physical exertion is the will to survive,yes
4871,"Is a parent almost always larger than their child, at least through elementary school?",yes
4872,A few horses together are called ponies ,no
4873,Israel is larger than Burundi.,no
4874,Cash is at least one type of currency.,yes
4875,You cannot get from Baltimore to Atlanta in less than an hour,yes
4876,A club has some members.,yes
4877,Part of successfully selecting a great book from the library is to first judge the book by its cover ,no
4878,A record might break because it is flimsy.,yes
4879,You can't use a brick to hammer a nail.,no
4880,discrimination was even worse beforer MLK,yes
4881,You cannot see the stars if the time is at noon.,yes
4882,checking the temperature is not too cold can be the biggest cause of death,no
4883,germans almost never come from germany,no
4884,Public transportation has been free since it started.,no
4885,The only way to strengthen muscles is to lift heavy weights,no
4886,"Fear is always a mind game,",no
4887,Jack and coke cannot be made with Pepsi.,yes
4888,"After recovering from a viral infection, a person will be immune for a time to that particular illness?",yes
4889,If you did not commit a crime but are still convicted at trial can you still receive justice after you are convicted?,yes
4890,A Shirt running under cold water in the washing machine is vulnerable of shrinking.  ,no
4891,"The transition from Trump to Joe Biden as President will occur at exactly noon on 01/20/21, when Joe Biden takes the oath of office.",yes
4892,A punishment should never be larger than the crime,yes
4893,"If it's October, then it must be autumn in Scotland.",yes
4894,Minority is only if more people belong to it than to majority,no
4895,if you turn 360 you are back where you were,yes
4896,Most men feel uncomfortable in the US because their lipstick get's messy driving to pick up their date.,no
4897,Prince is a place in Nevada and West Virginia.,yes
4898,Needle is sharper than bee's stinger,no
4899,Does the Asian Democratic presidential nominee of 2020 live in Hell's Kitchen?,yes
4900,"If you are speaking about The Troubles rather than personal finance, then the acronym IRA would be ordered like this: Individual Retirement Account",no
4901,UFO is a series of video games by Altar Games.,yes
4902,"Tom Hanks had been nominated for an Academy Award before he starred in the movie ""Big""",no
4903,The band Kansas (famous for Wayward Son and Dust in the Wind) is a group that actually formed in Detroit,no
4904,Champagne is a tradition after all hot air balloon rides ,yes
4905,can a car float,no
4906,An infection can hurt.,yes
4907,Violence always ends in harm,yes
4908,a pan can be used in the oven if it is made of metal and plastic,no
4909,An insurance case cannot be closed until all claims are made.,yes
4910,Is it true that a robot is capable of sending a human over a cliff with a push?,yes
4911,is a radio wave able to travel through human flesh,yes
4912,"If you fell a tree, it always makes a noise when it hits the floor.",yes
4913,San Francisco is bigger than london,no
4914,Could the picture-in-picture window on a modern television actually be larger than the entire screen on some historical sets?,yes
4915,"If you cannot see, then you are blind.",yes
4916,Thoughts comes before none alphabetically.,no
4917,Pipe can sometimes get clogged because of hair,yes
4918,Will your lungs be healthy after working for many years in a coal mine?,no
4919,An apple is larger than a grapefruit,no
4920,Can one person drink all the champagne in one 750mL bottle alone?,yes
4921,Egypt is a part of Africa.,yes
4922,Italy cannot have more than 1000 people. ,no
4923,a lecture about economics can not talk about the business of sports,no
4924,Practice never makes one perfect on playing the piano.,no
4925,A group of fish is always larger than an individual member of the group.,yes
4926,Please is a verb,no
4927,Mathematics is almost always the basis for physics,yes
4928,a commercial airline pilot is capable of landing in the hudson river if a bird takes out an engine,yes
4929,You must not cry after spilled milk.,yes
4930,March cannot precede January,yes
4931,Some counters in kitchens are made of rye.,no
4932,"For Player A to be defeated at a game of tennis, his opponent must lose by at least two games.",no
4933,can kids get married without parental supervision as long as they are 18 or older?,yes
4934,"If Karen is in her house, is she in her domain?",yes
4935,indiana is smaller than washington dc,no
4936,A ford almost always is an american car,yes
4937,It is possible for a product to have none as the number of manufacturers.,no
4938,We cannot possibly solve the homeless  problem in Los Angeles,no
4939,Files never are used to shape fingernails.,no
4940,can you open a door with lock after you lock it and before you unlock it?,no
4941,"If a poet writes a poem about poetry, then he has written a poem of poems?",yes
4942,String theory is part of the multiverse theory of the Universe.,yes
4943,All players must have a meal just before the match to ensure they have energy.,no
4944,If you go fishing the smaller the fish you catch the better.,no
4945,"The customer leaves the store, then they conduct their business, done in this order.",no
4946,a beer is warm hours after it is taken out of the fridge,yes
4947,You cannot challenge a lawsuit after it has been settled in the Supreme Court.,yes
4948,"If the shape with the most sides goes first, then a square would come before a triangle.",yes
4949,A normal person cannot balance on a gymnastic balance beam.,no
4950,All literature at the end of research paper has to be valid,yes
4951,Is it okay to never make a deal with a used car salesman?,yes
4952,At least two condiments are spread on bread for a PB & J,yes
4953,"In the nursery rhyme, Jack sometimes falls down the hill after Jill?",no
4954,You go to a psych ward after arrest,no
4955,Hyde park is a park in manchester,no
4956,A chairman is capable of making up the rules.,yes
4957,"Many stones and crystals have vibrations which have healing properties, such as fossils",no
4958,"Did the movie ""No Strings Attached"" come out in 2011?",yes
4959,"Before the invention of the ball, baseball players had to hit rocks with a baseball bat?",no
4960,An increase in blood pressure causes spots before the eyes.,yes
4961,A guard without a gun cannot say halt who goes there.,no
4962,You should call police only if you are in a serious trouble,no
4963,the cause of people not getting along in the office is some had a superior attitude,yes
4964,a common sedan is not the same size as a suv ,yes
4965,can you play in a park only if you are a kid?,no
4966,Is there a word describing fear for a needle that ends with -phobia?,yes
4967,A stream in a forest will often lead to a larger body of water.,yes
4968,Retail stores are larger than the warehouses for clothing manufacturers. ,no
4969,A well can be a state of being and a pit.,yes
4970,Seasonal Activity Disorder or SAD is always because of the lack of sunlight in winter months.,yes
4971,"Angry Birds, the game, is appropriate for all ages ",yes
4972,You can send a package only if you put stamps on it.,yes
4973,"As is promised in the title of Shepherd Mead's book, you can succeed in business only if you try very hard",no
4974,Is a flood always because of too much rain?,no
4975,Plastic is sometimes good for planet earth,no
4976,south china sea is in the atlantic ocean,no
4977,Is a character in a movie always a fictional character?,no
4978,Is it always wise to respect positions of authority?,no
4979,"If your tire is a 65R15, the 15 refers to the tire's circumference ",no
4980,"If a jury can only convict if they believe ""without a shadow of a doubt"", then they cannot have any uncertainty in their minds.",yes
4981,Fortune magazine is larger than a newspaper,no
4982,all apartments have residents,no
4983,Some salesmen lie.,yes
4984,At least two people must talk in a conference for it to be successful. ,yes
4985,"Generally, butler is same size as regular man",yes
4986,The movie Fight Club has Edward Norton as Robert Paulson.,no
4987,All the staircases in the Winchester home lead to the 3rd floor.,no
4988,Philadelphia cannot be a country,yes
4989,The horizon has a curve on it that you can't see normally.,yes
4990,"Because it is rear wheel drive, a Porsche 911 uses a transfer case to transmit power from the front engine to the rear axle",no
4991,A walnut can be in ice cream.,yes
4992,Killing is legal in some countries,no
4993,"When building a house, the outer walls, the roof and then the rooms are done in this order.",yes
4994,Is a kingdom always underwater?,no
4995,Is vienna part of the United Nations?,yes
4996,Authorities advise new parents that using praise rather than punishment is a better way to train children to behave. ,yes
4997,"Before inspectors examine things, do they charge a fee?",yes
4998,Was there exactly one American president who was credibly accused of having an affair in the twentieth century?,no
4999,children can learn to drive cars if they are not real ones,yes
5000,The same author wrote The Trumpet of the Swan and Charlotte's Web,yes
5001,To do something after something else means that you do something at a later point in time than something else.,yes
5002,Crash Splash and Ride are all types of drums,no
5003,Arise is another way to describe going to sleep.,no
5004,New Orleans is currently under water.,no
5005,modern medicine causes cancer,no
5006,Absorption never happens with oil and water,yes
5007,"A spyder is a term for a convertible automobile, so if you are driving a Can-Am Spyder, naturally, said vehicle will have four wheels",no
5008,Scotland cannot be considered part of England.,yes
5009,jesus christ had 12 friends,yes
5010, Salt used to be a currency,yes
5011,Cord can be extended only if you have an extension cord,yes
5012,Can a kid rent a car after turning twenty five?,yes
5013,Arizona is a drink,yes
5014,"You could say that ringing a bell causes someone to open the entrance door to a private residence, but in many convenience stores, someone opening the door causes the bell to ring",yes
5015,Is a special kind of thread able to stop a bullet?,yes
5016,after losing can you win?,yes
5017,A movie that you stream is stored for later on your computer,no
5018,"If the states that begin with consonants were listed by their date of admission into the union, reading part of that list would be done in this order: Mississippi, Maine, Missouri, Michigan",yes
5019,People in Sweden cannot dance in public as dancing is against the law.,no
5020,Finger can regenerate,no
5021,A pool is larger than a bathtub.,yes
5022,age cannot determine intelligence,yes
5023,"Of all directors, Damien Chazelle is the youngest to win a Best Director Oscar.",yes
5024,The distance between the Earth and the sun is approximately 93 million miles.,yes
5025,Cells are smaller than what they make up. ,yes
5026,A set of headers is a way to visually distinguish your car from others to observers who drive past on the freeway,no
5027,Monopoly has a property called Baltic Avenue,yes
5028,If a man and his sister-in-law get married is his niece also his daughter?,yes
5029,A cleaning solution is called a cleaning solution because it is a solution to your cleaning problems.,yes
5030,"""If I trust in you, Oh please. Don't run and hide"" are lyrics from The Beatles' song Till There Was You.",no
5031,The client is always paying the lawyer.,yes
5032,is there at least one newspaper with no obituaries?,yes
5033,Indiana is exactly next to Ohio and Illinois.,yes
5034,Deciding to teach causes you to go to college.,yes
5035,It is difficult to beat up someone that is larger than you are.,yes
5036,A person that is claiming ignorance cannot be guilty of a crime?,no
5037,russia is a cold state,yes
5038,City centre is sometimes ancient,yes
5039,Does a newspaper have a Comics section?,yes
5040,A presidential campaign never ends with a candidate dying?,no
5041,Can you open an aluminum can with a plastic spoon?,no
5042,A woman can see her baby's heart beating before it is born using modern technology.,yes
5043,The reflection coefficient and the transmission coefficient should always add to unity.,yes
5044,Chances to survive plane crash are smaller than chances to survive bear attack,yes
5045,hit is a nine letter word,no
5046,a mountain pass is always windy during a blizzard,yes
5047,"Curry has to be made by putting in meat, then carrots, then onions in this order and only that order?",no
5048,A survey is almost always with questions.,yes
5049,done in this order in the dictionary joy comes after apple,yes
5050,Xerox is a business.,yes
5051,May is in the sprintime.,yes
5052,Many children would be born the same size as their parents if it weren't for c-sections.,no
5053,Is  red dye made out of beetles,yes
5054,Is it true that a flash lamp has a broad spectrum?,yes
5055,The square root of 81 is 9,yes
5056,a staph infection is a serious issue for a corpse ,no
5057,some people are approximately 18 feet tall,no
5058,The amount of land on Venus is smaller than the surface area of all the water in her oceans,no
5059,Do some people indirectly refer COVID 19 as Chinese virus?,yes
5060,"becoming a man is always done in this order: be born male, grow up",yes
5061,Indiana is after Missouri in terms of size,yes
5062,couples cannot stay together ,no
5063,"Lake Superior is never mentioned in the song ""The Wreck of the Edmund Fitzgerald"" along with Lake Huron.",no
5064,Most citizens have two eyes.,yes
5065,I must not cook with the pan after I put gasoline in it.,yes
5066,Forty two divided by two is always less than twenty. ,no
5067,If you change one character from the word value you can get valve?,yes
5068,Is the use of lawyers required for a defendant in a criminal case?,no
5069,Young men are required to enter the draft after they turn 18,yes
5070,A comes before B.,yes
5071,a surprise pound of gold is the same size as sixteen ounces of gold,yes
5072,"Generally, all toilet tissue comes on round, cardboard rolls?",yes
5073,No item is always out of stock unless it has been discontinued.,yes
5074,You should contemplate the complexity of a task only before you complete the task.,yes
5075,Telephone is almost never answered if no one is at home,yes
5076,Can people remember things sometimes and not at other times?,yes
5077,Can aunt be pronounced like a word that is an insect?,yes
5078,"When both numbers in an addition problem are even, does the answer have to be even?",yes
5079,India has the largest percentage of population growth,no
5080,"Kansas is the state that is known for tornadoes because of the famous line from ""The Wizards of Oz""",yes
5081,The hill causes the woman to work their legs. ,yes
5082,A fig is the same size as three figs,no
5083,There are never any more holes to play after the 18th in golf.,yes
5084,"if a positive number is multiplied by negative one, you always get a number smaller than what you started with",yes
5085,Sequence is a name for a board game.,yes
5086,The word beat is larger than the word bee.,yes
5087,Contract comes before most in the dictionary.,yes
5088,Suicide is almost always committed with the help of another.,no
5089,There are 34 places in the world named Cleveland.,no
5090,A shed cannot be larger than Buckingham Palace.,yes
5091,"The more rapid an object is traveling, the farther it goes in a set amount of time.",yes
5092,Furniture can be used as a barricade.,yes
5093,lipstick can be used to write notes,yes
5094,Morning is always followed by noon and afternoon without fail.,yes
5095,Art is a class that is taught in schools.,yes
5096,Guards cannot escape prison.,no
5097,Most card games use a deck of cards,yes
5098,a trumpet is capable of playing itself,no
5099,Pupils are almost always obedient in class.,no
5100,solar energy causes electrons to fuse  ,no
5101,Authors born before Charles Dickens include John Milton and Geoffrey Chaucer.,yes
5102,the volume of hair is measured by height,no
5103,"In this order: cold to hot, water undergoes a change into ice.",no
5104,"The gardens mentioned in the Book of Genesis of the Bible are called the ""Garden of Eden""?",yes
5105,A fox is capable of becoming an expert in fur coats for humans.,no
5106,Because comes before races in the dictionary.,yes
5107,A contract is a way to make promise you cannot break.,yes
5108,"Do people eat all there meals in this order: breakfast, lunch, dinner?",yes
5109,The word can is in the word canal?,yes
5110,Kansas City is the same size as it would be if it had a different name?,yes
5111,At least two hands are required to polish metal.,no
5112,in this order the word georgia comes before the word maine in the alphabet,yes
5113,At least one person feels sad when a group of friends see their friend departing at an airport.,no
5114,A set of Lincoln Logs toys is used to create miniature replicas of the President,no
5115,Don't drop a glass because it will break.,yes
5116,To polish can be part of cleaning furniture.,yes
5117,Detroit is always furthter north than Arizona,yes
5118,Problems can get worse over time.,yes
5119,Lincoln cannot be brought back to life.,yes
5120,A bottled spirit is capable of sanitizing a wound in an emergency,yes
5121,Submarines is a movie,no
5122,Double deckers can fit more people because they are longer,no
5123,Some organisms reproduce by looking at each other,no
5124,Some people choose to wear a dress to a wedding.,yes
5125,grass almost never grows in a jungle,no
5126,"If arranged in descending order of number of days, a few of the months would be done in this order: March, April, February",yes
5127,Few foundations are added after the house is built.,yes
5128,The heat index method has changed in the last two years.,no
5129,Are there are 16 places in the world named Orleans?,no
5130,at least two animals went into space before mankind,yes
5131,"If someone has a truck driver's license, they can also operate an automobile",yes
5132,Halley's comet is part of what will be visible in the sky in 2061,yes
5133,Boxes are heavy only if there is heavy object inside,yes
5134,apple trees sometimes grow true from seed,yes
5135,The Bible had a section called The Book of Books?,no
5136,someone who has a child in the house is a parent,no
5137,anybody that causes innocent people to die are terrorists,no
5138,"If you have a few packages to send out, you must go to UPS.",no
5139,You can develop software to make your computer physically larger than your home.,no
5140,Is the southernmost point of the United States part of the Gulf of Mexico?,no
5141,"According to the bible, when Moses was born, is it true that Israeli population was growing in Egypt?",yes
5142,There is at least one letter e in peace.,yes
5143,fever is part of the symptoms of illness,yes
5144,A manager of a baseball team can never eject an umpire.,yes
5145,A wife is not always part of a family,yes
5146,"After Einstein made the theory of gravity, he came up with the theory of relativity?",no
5147,Many people don't want to break their pet's spirit because replacement spirits can be quite expensive.,no
5148,Driving in reverse has been proven to be more dangerous than driving forward.,yes
5149,"In Stephen King's Pet Semetary, was at least one human buried among the animal graves?",yes
5150,Minerals in mineral water are smaller than sand particles.,yes
5151,poet has good chances of winning baloon d'or,no
5152,None of the Tide commercials have children in them.,no
5153,do people start smoking because of health?,no
5154,A paraplegic is capable of going on a walk physically.,no
5155,is a giraffe taller than a hippo?,yes
5156,"Rebooting a system is done in this order: turn the system off, wait a few seconds, turn the system back on",yes
5157,The earliest evidence of human presence in Ireland was found in a county smaller than County Kerry,yes
5158,The Battle of Iwo Jima occurred after the wheel was invented.,yes
5159,You are not a guest if you visit a place regularly,no
5160,A judge can never make laws,yes
5161,A paddle-shift transmission is common if you are looking at hypercars.,yes
5162,"Would commonly accepted steps in accounting be done in this order: measure the amount of outstanding receivables, estimate a reserve for un-collectible accounts, charge the amount of this reserve to bad-debt expense?",yes
5163,The principal of a school is sometimes also a student of that school.,no
5164,"If it causes death when a person has a heart attack, they cannot live.",yes
5165,a play is part of an act,no
5166,Is it true that Peter Pan can never get old?,yes
5167,If a june bug is seen while it is not june is it still a june bug?,yes
5168,"Levels of education on a subject could be ordered like this: unaware, novice, gifted amateur, expert",yes
5169,Post office workers do not sort boxes in size order.,yes
5170,The amount of carbon monoxide pollution in a room is usually smaller than the concentration of carbon dioxide.,yes
5171,Oil shortage causes oil prices to plummet,no
5172,"If a train is traveling at exactly 50 miles an hour, but there is another train on the same tracks traveling 60 miles an hour in the opposite direction, the two trains will be sure to crash into each other, unless they're traveling at different times?",yes
5173,Heavy lifting can cause liver damage,no
5174,Elephants are roughly the same size as lions and sheep in a box of animal crackers,yes
5175,Usually a nose has two holes.,yes
5176,Is a caterpillar usually going to grow into a beetle?,no
5177,A colony is part of the ant kingdom.,yes
5178,If you saw a man shaving would he have to use shaving cream,no
5179,"If John said he had never played musical instruments, was he lying when he showed off his piano skill at his sister's birthday party?",yes
5180,Apex Legends is a video game that released on the PS4 after the Nintendo Switch version had already come out?,no
5181,A playground has regulations they must follow,yes
5182,Part of a story is the ending. ,yes
5183,Is it true that silk plants cannot grow in their pots?,yes
5184,Water is needed daily for a plant to grow. ,no
5185,One of the most important traits for a social worker to have is patience.,yes
5186,At least one of my limbs has been amputated once.,no
5187,Canada has two borders with other countries.,yes
5188,A story involving adults regaining their youth from cursed candy bars is a classic episode of a TV show that involved the actresses who played Lily on HIMYM and Kathryn in Cruel Intentions,yes
5189,If someone is single can they be married?,no
5190,Is relevance used in court? ,yes
5191,A Before and After style clue on Wheel of Fortune might be ordered like this: Beauty and the Beast Wars,yes
5192,is the northwest considered a rainforest?,no
5193,"After getting a back massage at a massage parlor, you can upgrade and get a stomach massage, too?",no
5194,When a parent says go to bed do they usually mean go to sleep?,yes
5195,"If you eat more than what is on your plate, there is a phrase that goes ""your eyes were bigger than your stomach""",no
